source_id,total_score,percentile_rank,latent_distance,candidate_type,feature_flags,error_ra,error_dec,error_parallax,error_parallax_error,error_pmra,error_pmdec,error_radial_velocity,error_radial_velocity_error,error_ruwe,error_astrometric_excess_noise,error_astrometric_excess_noise_sig,error_ipd_frac_multi_peak,error_ipd_gof_harmonic_amplitude,error_visibility_periods_used,error_non_single_star,error_duplicated_source,error_distance,error_tangential_velocity,error_total_velocity
1986306410505344,0.7000,94.17,0.0000,astrometric_binary,dec|parallax_error|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used|non_single_star,0.0872,1.8905,0.4295,0.1613,0.0377,0.5429,0.1136,0.2530,0.0747,1.6197,9.0339,83.2420,0.0064,3.0810,0.7922,0.0707,1.7871,1.0294,0.3229
4443749258977920,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|ipd_frac_multi_peak|non_single_star,0.3831,1.0981,0.4656,0.1881,0.4812,1.1519,0.0954,0.1786,1.7914,1.3545,0.8663,61.2194,0.0344,0.6809,0.6710,0.0517,1.4375,0.3611,0.3045
4461513243479680,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,8.7809,17.2343,67.6157,5.1494,0.2881,11.3879,1.0165,12.4875,49.1656,96.8080,385.2712,8.8921,1.9889,396.5718,78.6175,19.2010,1.8791,35.3976,14.6072
5368026220866560,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.0478,3.5291,11.0456,0.4396,1.4978,1.6888,0.2731,2.0924,11.4773,13.6779,42.4273,1.6237,0.3697,51.1303,10.5731,2.7426,0.5877,6.2012,1.9385
5618676216630272,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.1434,3.3575,10.7756,0.4486,1.0584,1.6351,1.4069,3.9553,15.7282,14.6762,43.2330,1.6530,0.3960,54.9967,12.4627,2.9393,0.4533,5.5651,2.0752
286083477371648,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,2.9770,9.2319,26.0979,2.4055,0.6845,3.7464,1.9946,8.6744,31.3498,39.2385,183.6159,43.4929,0.8323,148.4185,31.2642,7.8225,2.9032,14.3230,6.1852
896106271727872,0.7000,94.17,0.0000,astrometric_binary,dec|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|tangential_velocity|total_velocity,0.2223,2.4463,2.3965,0.3484,0.0973,0.9935,0.8954,7.3201,2.2135,3.8260,30.6454,87.1558,0.1677,6.5906,1.7207,0.0294,1.2681,2.6550,1.6971
3206386360608000,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,70.8892,148.8586,577.4540,49.8167,16.1099,90.1119,4.8106,106.4698,282.1574,851.6947,3665.8599,20.1315,16.6789,3511.0393,682.2711,168.5571,28.4557,296.8226,119.1953
3940550890360320,0.7000,94.17,0.0000,quality_issue,ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used,0.3620,0.9005,0.6233,0.0259,1.5155,0.3622,0.0740,1.0760,0.2531,0.3622,0.6379,21.6354,0.1391,6.3158,0.2700,0.2008,0.9089,1.6325,0.0617
4487454845940864,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,1.2222,2.4664,8.4452,0.2043,0.1989,1.1282,0.6998,3.5553,13.7422,11.0048,26.9525,1.2758,0.3611,39.3247,9.5848,2.1943,0.2359,3.2593,0.4826
6677166612517888,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,32.8312,65.1610,254.1224,21.2850,6.6872,40.0115,1.7709,45.9064,119.3643,373.5605,1568.5786,27.9102,7.3339,1542.8241,300.3058,73.9467,12.1357,131.1602,52.6632
6868515995364608,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,1.8180,3.2595,10.0235,0.4024,0.6633,1.6447,1.1726,8.6846,8.5600,13.9278,38.9220,1.5935,0.3832,50.7998,11.8512,2.7913,0.7587,4.9900,1.6628
339993906853248,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|tangential_velocity|total_velocity,0.0476,2.6821,2.7815,0.3010,0.1066,1.4362,1.1849,8.9395,4.7802,3.4245,10.8230,113.1627,0.1529,4.7029,1.5714,0.0486,0.5812,2.4950,1.6256
1658102190214016,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,1.1783,11.8246,31.4066,4.0679,0.6637,2.2570,0.7794,6.9744,25.7646,51.1637,290.1454,112.8314,0.8154,177.5467,38.2651,10.1605,6.2081,18.4016,9.0606
1723866729222784,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,57.4620,116.1173,451.6642,37.7836,12.2304,73.8235,5.7199,81.3578,198.1965,664.1171,2796.3311,59.8473,12.9475,2747.6392,533.4590,131.3989,20.7504,234.2724,94.9500
2184179848615424,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,17.0920,33.8978,131.7404,10.5193,1.8788,22.4053,1.3710,23.3331,73.7720,189.5803,779.8088,17.2280,3.8047,781.0435,152.0001,37.5501,3.8258,67.7785,26.5549
2270942483596928,0.7000,94.17,0.0000,astrometric_binary,dec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|non_single_star,0.4863,2.2004,1.7651,0.0585,0.5828,1.1250,0.1064,0.1275,1.5451,2.4460,15.9269,45.2181,0.1495,0.1336,1.1578,0.1256,0.7632,0.6911,1.3279
2511117054764800,0.7000,94.17,0.0000,quality_issue,astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,0.4634,1.6150,0.0527,0.0300,0.7547,0.1446,0.0484,0.2453,0.3206,0.9718,3.9241,53.3155,0.0530,4.1773,0.4512,0.0469,1.6185,0.8544,0.1971
5168082607675520,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,31.5897,62.3425,242.5580,19.9119,5.0627,38.3860,1.6627,44.6637,125.4732,355.0097,1478.5796,31.9942,6.9774,1467.6705,284.7625,70.2637,10.2417,125.7815,50.9729
5297485677391616,0.7000,94.17,0.0000,quality_issue,ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|non_single_star,0.1440,1.6412,1.4273,0.1170,0.8819,0.8260,0.1467,0.2832,0.5254,2.1407,2.1157,81.1734,0.0702,0.0078,0.9869,0.0557,0.8619,0.3573,0.4064
5864210907008128,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,9.1355,16.5100,62.3330,4.7509,2.3921,9.0331,0.9240,12.4722,45.1208,89.8762,355.4869,8.3140,1.8617,367.1863,71.9701,17.8261,2.2561,31.5736,12.2758
1095044862283392,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.3828,5.0052,15.4760,0.7799,1.1365,2.3231,1.2343,4.2777,25.0642,21.0853,68.3814,2.1418,0.6000,82.7837,16.7642,4.2123,0.2663,7.5608,2.6539
1844263252553216,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,18.2331,36.9199,142.9553,11.5449,2.8515,22.4573,1.4333,30.3671,101.1794,205.8691,857.3523,3.2484,4.1374,847.9508,165.9911,40.7774,4.2728,72.5061,28.9723
2280631929850496,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.3430,5.6051,17.6801,0.9619,0.2051,3.0329,0.9411,5.3116,18.4025,23.9040,79.9683,2.4289,0.6495,92.0835,17.9773,4.7713,0.0300,8.7529,3.2827
2398069219932032,0.7000,94.17,0.0000,astrometric_binary,dec|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star,0.5857,2.1707,1.8381,0.1874,0.2261,0.6071,0.7871,9.6369,0.8980,3.1103,19.2274,157.1717,0.1394,4.4580,1.3883,0.0681,1.1893,0.7897,0.0292
3107258515456384,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used|non_single_star,0.5266,1.7598,2.1624,0.1619,0.5000,0.1871,0.9115,0.3561,2.6204,2.6609,18.9126,71.2405,0.0780,2.7403,1.1458,0.0227,0.4773,0.4969,0.1926
3682023923676800,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,3.2213,6.2883,25.5147,1.3315,0.7028,3.4326,0.8405,4.5167,20.2415,30.0798,107.5053,2.9989,0.7136,118.5060,24.9077,6.9934,2.2503,10.7263,3.9776
4067853720882432,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,10.7803,26.9287,98.5076,9.3278,2.2941,13.1114,0.5926,24.5998,76.8837,146.5396,668.9707,75.3554,3.1007,588.5458,116.7749,29.1063,6.9213,52.1285,21.9110
4094963554520832,0.7000,94.17,0.0000,quality_issue,ruwe|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,0.0343,1.0017,0.5023,0.0372,0.2365,0.2189,0.0052,0.7076,2.1748,0.1955,2.0994,15.6460,0.0684,4.3301,0.1165,0.1199,0.4299,0.3765,0.0137
211552909408128,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,10.9474,22.1048,80.7801,6.2357,1.6153,12.9734,0.1509,15.9196,59.1802,117.4056,469.0853,10.6889,2.4065,481.3759,95.1771,23.2663,3.4143,41.9782,16.8529
454514914751488,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,7.1509,14.8051,52.1848,4.0509,2.1007,8.1430,0.9299,10.6642,35.0276,75.3996,298.0203,7.0922,1.6209,307.4247,58.2759,14.9708,2.2095,26.5244,10.3049
2445661753423360,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity,1.5740,3.3720,5.7520,0.7887,0.7642,1.0540,0.9741,1.2318,6.1028,9.6732,69.8415,140.5260,0.5212,22.4238,2.8622,0.6073,2.4140,3.1058,1.0966
3219679284195584,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,15.8782,39.7709,146.4478,13.6069,4.4825,21.9655,0.7937,27.8091,69.5734,217.9350,994.1777,78.4375,4.3270,878.3565,173.2493,43.2343,9.6442,76.6622,31.9345
3530703635482880,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,3.2215,6.7694,23.0498,1.4658,0.5067,3.6575,0.1828,9.4435,20.8363,32.9760,117.7927,3.2315,0.8306,130.8049,27.2654,6.5645,1.2891,11.6638,4.2899
3677767611266560,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,0.4303,3.4328,6.1582,0.7917,0.6408,1.3686,0.2860,1.3937,11.8037,9.8890,57.3675,73.9741,0.1337,23.8434,6.9944,1.8874,1.8950,3.8293,1.9298
4629807242130304,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,63.9299,138.7932,532.9956,47.1334,13.9529,80.8980,4.4181,99.2234,181.4593,785.9659,3439.5889,48.6784,15.5973,3224.2974,627.6841,155.6151,26.5940,274.4720,111.6168
4693441477570944,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|radial_velocity|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.8634,5.3181,16.5434,0.9580,2.0480,1.4542,1.5082,4.9306,15.9527,23.0848,78.1090,2.4155,0.6002,88.9340,18.2234,4.6091,0.6681,10.3429,5.0912
1512966655182464,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,3.6208,7.3870,23.5942,1.6325,1.0606,3.6575,1.0016,5.4013,14.9017,33.0483,125.0288,3.4109,0.7661,132.1863,27.0893,6.5875,0.6571,11.4964,4.2381
1634737567930240,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,1.6142,3.0985,7.9889,0.1406,0.5282,2.4057,0.6280,2.4368,9.9883,9.4270,20.3961,1.2143,0.2777,30.5780,8.1596,1.8892,0.5916,4.3883,2.0294
2048493242810496,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|pmra|radial_velocity|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source,0.0306,2.1873,4.4997,0.1165,1.9718,0.5106,2.0530,1.8199,0.0431,3.4556,18.6631,29.0282,0.1238,3.3667,2.0622,0.4358,0.8752,1.7448,0.9700
3029704290473984,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,8.0268,16.9870,63.6035,5.0010,1.4246,9.8750,0.4481,13.6027,48.3837,92.4767,369.4003,8.5291,1.9244,381.2547,75.0956,18.3427,2.9864,32.7036,12.8436
3047300771925376,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,0.5559,3.6541,7.9288,1.0193,0.1841,0.5642,0.1885,1.6102,15.0153,11.6761,59.9755,43.7775,0.2111,32.6102,8.8452,2.3633,1.2554,4.6363,2.1360
3665501184671104,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,1.5841,4.1310,11.9933,0.6925,0.2929,1.0160,0.2783,2.3701,2.6298,16.4682,59.0532,0.0213,0.4801,61.7892,13.5676,4.2914,0.4536,4.8455,2.4147
5242063419467392,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,27.0856,67.3080,248.5052,24.1985,7.2524,35.5062,2.4223,43.4547,137.9621,371.3724,1736.3157,163.2116,7.1866,1504.1998,294.3110,73.6522,16.9967,126.8693,53.7372
5642251292706560,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,6.3533,11.7750,41.7186,3.1903,0.7961,6.3591,0.6550,9.9741,27.9503,60.6769,238.5153,5.8422,1.2974,247.3787,49.3329,12.0541,2.3345,21.6753,8.5984
6000211046990080,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,2.1481,2.4305,7.1640,0.0023,0.7984,0.0508,1.3082,4.0748,10.4674,7.8237,14.0979,0.9814,0.2427,26.1644,7.0330,1.5458,0.7450,3.6487,1.5129
238387865065600,0.7000,94.17,0.0000,astrometric_binary,dec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|non_single_star,0.1248,2.4824,0.9177,0.0833,0.2684,0.7382,0.4375,8.3532,0.5549,2.1340,9.4460,21.2491,0.0476,0.3768,1.1344,0.1353,1.6567,1.3692,0.7526
954238653974656,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,14.3859,28.4678,108.3435,8.4600,2.8142,16.8732,0.1667,23.2104,75.7211,156.7826,633.8536,14.1397,3.1745,646.6436,126.8867,31.0544,3.6852,54.2799,20.8577
1022275231768448,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,121.2898,264.3709,1018.6537,89.8515,28.8178,156.6399,9.3909,179.0924,289.0720,1505.2158,6578.3779,36.2547,29.2290,6183.9868,1201.7273,297.9226,51.9528,524.1983,213.5979
1054092349300608,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|total_velocity,0.0784,2.8879,4.8789,0.3040,0.3601,0.3046,1.0501,7.4717,5.7870,6.6395,30.4044,30.6005,0.1464,14.8461,5.2939,1.3487,0.6305,0.1498,1.5879
2349420126012032,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,4.4838,9.6437,33.9936,2.3525,0.1793,6.0150,0.8576,7.7204,27.4302,47.6957,179.6729,4.5429,1.0739,191.1420,38.1202,10.4832,0.6236,17.7482,7.2777
2396733485831424,0.7000,94.17,0.0000,quality_issue,astrometric_excess_noise|ipd_frac_multi_peak|visibility_periods_used,0.2418,1.7798,1.0392,0.0167,0.2521,0.3642,0.0723,1.0211,0.1980,1.3665,0.1534,13.6943,0.0426,6.1476,0.0172,0.0676,1.1764,0.6774,0.1318
3177352381652992,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,1.7395,3.8925,12.5926,0.5227,0.2941,1.8477,1.1362,5.6459,19.0712,16.7465,48.6252,1.7374,0.4574,63.0681,14.3237,3.3516,0.1051,5.2885,1.2660
4155642852437632,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,25.3806,56.8389,216.5775,19.3603,4.2439,32.5862,2.0155,42.7203,126.8058,319.7108,1406.8464,63.7644,6.3843,1304.8695,255.5779,63.3591,11.6080,113.2672,46.8913
5939394310101888,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,1.0368,4.2153,10.4928,1.7949,1.1128,0.1690,0.7848,1.0210,12.3713,15.9041,106.4674,179.6263,0.7202,41.3156,8.8761,2.0500,2.1295,5.4231,2.7435
1457613116707584,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,0.2193,5.2792,8.8881,1.4001,0.3087,0.8003,0.4141,5.8081,17.7810,15.8816,94.4882,110.8842,0.1812,41.9813,11.3013,3.1704,3.5073,6.6080,3.9451
1636799152206080,0.7000,94.17,0.0000,astrometric_binary,dec|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity,0.0373,2.6271,2.5053,0.4414,0.3657,0.4258,0.3007,0.5565,7.3645,5.0990,26.8750,50.8449,0.1347,8.0714,3.2071,0.7428,2.0979,2.9072,0.9473
2488955023504768,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,0.8109,2.7324,7.7754,0.1100,1.5138,0.5450,0.2089,8.9215,9.9882,8.4558,14.7917,0.7781,0.1812,29.3011,6.5042,1.4937,0.5567,4.7113,2.1819
3499474928879232,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,8.9041,19.4764,78.8884,6.2094,3.3813,11.1815,0.8413,12.9675,26.6288,105.1184,436.4255,0.0696,2.2036,425.5968,84.7630,20.8800,0.4657,36.2143,14.9123
