source_id,total_score,percentile_rank,latent_distance,candidate_type,feature_flags,error_ra,error_dec,error_parallax,error_parallax_error,error_pmra,error_pmdec,error_radial_velocity,error_radial_velocity_error,error_ruwe,error_astrometric_excess_noise,error_astrometric_excess_noise_sig,error_ipd_frac_multi_peak,error_ipd_gof_harmonic_amplitude,error_visibility_periods_used,error_non_single_star,error_duplicated_source,error_distance,error_tangential_velocity,error_total_velocity
20881821756154240,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,0.2146,2.2185,5.8680,0.9289,0.2784,0.3352,0.1803,1.3815,9.9016,9.5336,49.7012,36.0383,0.4513,26.6196,7.2411,1.9410,1.9437,4.0369,1.7968
21304828790237184,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|non_single_star,0.2321,0.3431,0.8121,0.1761,0.8112,1.6599,0.1227,0.4478,4.7982,1.9447,9.3380,65.2771,0.0364,0.3918,0.9273,0.0597,1.5937,1.2263,0.3340
21346163555462272,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,3.1928,4.1828,18.2521,1.0930,0.0026,2.0694,1.5194,4.2041,20.2277,25.6911,89.6806,2.6168,0.6718,101.1633,20.3690,5.1253,0.8437,9.6560,3.8339
21886603584687744,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,7.3039,11.5135,47.4794,3.5254,2.0378,8.2439,1.0056,10.4038,39.5291,67.9532,265.6315,6.3627,1.4655,278.1210,54.3667,13.4907,1.5422,24.7314,10.0271
22001094528537600,0.7000,94.17,0.0000,quality_issue,astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star,0.3682,0.3045,0.8155,0.0153,0.6887,0.4202,1.2163,0.3566,0.2324,1.9344,7.0379,85.2504,0.2888,2.3665,0.8444,0.0753,1.3434,0.2695,0.2326
22445980125523072,0.7000,94.17,0.0000,astrometric_binary,ra|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,1.8658,1.6176,8.4029,0.3811,0.5738,1.2756,0.2583,1.8985,10.0159,12.1785,38.1022,1.5367,0.3569,46.2774,10.2895,2.4443,1.2830,4.3335,1.7575
22754706670393472,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,3.6329,3.9911,15.0429,0.9374,0.1121,1.8115,0.0244,5.1290,21.6750,21.6827,78.2929,5.6258,0.5898,83.1385,17.9791,4.3342,1.3610,8.3752,3.4828
17291989305864832,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,14.2930,27.5306,112.0535,9.0233,3.0267,17.8063,0.9432,21.5741,64.1571,164.1471,671.1636,14.9555,3.3018,675.4306,132.5786,32.5178,5.5299,57.4915,22.6473
17695608857276672,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,1.6744,2.4989,15.1957,1.0671,0.9838,3.7849,0.3270,2.9913,22.7249,20.4024,66.1585,2.0779,0.7411,79.8046,17.3679,4.1081,0.1609,9.0882,2.8155
18540274305615616,0.7000,94.17,0.0000,quality_issue,ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|non_single_star,0.9829,1.0320,0.4646,0.0341,0.5076,0.2364,0.0885,0.2681,3.1944,1.3735,9.7781,31.2977,0.0473,0.5042,0.6633,0.0759,1.4526,1.5883,0.2612
19155936392919040,0.7000,94.17,0.0000,quality_issue,astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,1.2179,1.0260,1.9826,0.0465,0.0063,0.8269,0.0312,0.3154,0.1866,1.0637,3.5049,53.3431,0.0026,2.9891,0.3956,0.0294,0.5965,0.9250,0.1662
19296192844993792,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,17.5995,32.5145,126.8194,10.3208,3.9704,19.8419,1.5021,23.7141,71.8411,185.3760,762.5018,16.8899,3.7040,764.2084,147.5807,36.7217,5.6852,64.0589,24.7956
21255247687787904,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,6.0862,10.1801,42.0482,3.0913,0.8313,6.6832,0.3952,12.0185,35.2993,59.8795,233.4031,5.6495,1.3003,246.5032,48.8728,11.8936,1.2341,21.1870,8.1811
21651346751670400,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,0.7517,5.9459,14.3530,3.1819,1.1187,0.3546,0.1537,2.8381,16.4486,26.1178,163.8979,113.0332,0.4127,76.7398,18.2258,5.2289,5.5858,7.1390,5.0249
22334452710081024,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,3.3446,3.6796,16.4950,1.3141,0.3105,2.7228,0.3446,3.3246,26.3836,23.4740,81.4421,1.5746,0.8847,91.8033,19.7451,4.7215,1.3297,8.7294,3.2847
22957734068667904,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.9394,2.4583,9.5981,0.4173,0.6481,1.5552,1.2197,2.6663,12.0110,13.4033,40.4575,1.6093,0.3579,49.7321,11.3135,2.6833,0.7819,4.8478,1.6855
17271472246493184,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.5979,4.0143,19.9630,1.1723,1.1864,4.6227,1.0202,7.4087,19.3613,27.3535,95.8663,2.7495,0.6716,108.2031,19.7182,5.4519,0.1937,11.0134,4.8320
17346346412008320,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|distance,0.8319,0.0431,1.3241,0.1623,0.0834,0.1512,0.2670,3.0891,1.5330,3.3382,20.3220,161.1638,0.1838,3.1519,1.5159,0.1101,2.0954,1.9280,1.1153
19172738304941696,0.7000,94.17,0.0000,quality_issue,ruwe|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,1.2524,1.0045,0.9116,0.0270,0.1835,0.5314,0.9704,5.1019,1.6844,0.9507,5.9266,55.3529,0.0043,4.8319,0.4097,0.0435,0.4149,0.4299,0.7692
20284310200914560,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,6.4217,10.4498,44.8599,2.9578,1.9288,6.6312,0.1172,9.6235,42.1498,58.5875,224.8340,5.4303,1.3086,240.4824,48.0105,11.6400,1.4659,19.7826,6.9600
21077539120820736,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,1.7241,1.9543,8.6035,0.3001,0.2900,1.3554,0.1042,3.2777,12.0343,11.8965,32.2674,1.4277,0.3787,43.1085,10.1859,2.3870,0.7302,4.1430,1.2563
22727734274924160,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star,1.0850,0.8513,2.1582,0.2387,0.7800,0.5493,0.1914,0.4681,0.5891,2.8705,8.4178,97.1336,0.1262,3.2075,1.3098,0.0375,0.7075,1.6282,0.5037
23165820939654784,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.9573,2.7966,10.8255,0.7026,0.5071,1.7343,0.2837,2.3032,17.7820,15.3980,51.5372,2.1865,0.4584,58.5289,13.0235,3.1094,1.1894,5.5755,2.2110
23567451921688576,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used|non_single_star|distance,0.8157,0.6877,1.8173,0.6671,0.3720,0.7242,0.3062,0.5897,6.6575,3.9407,31.8585,89.1027,0.0200,8.6866,1.9412,0.1209,2.3343,1.3467,0.6817
21268647985739136,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,3.9776,5.6021,23.7410,1.4866,0.3144,3.2835,0.0817,5.6647,30.6517,33.9982,120.9247,3.2564,0.7965,135.8741,27.1917,6.7667,1.3702,12.3894,4.7459
22526592367064576,0.7000,94.17,0.0000,astrometric_binary,ra|parallax|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,2.4621,1.6100,5.1232,0.0636,0.7091,0.4549,0.7078,2.7666,12.3590,6.7531,10.2624,0.9198,0.2281,21.9651,6.0625,1.3272,0.6678,2.3699,0.5100
23914828876315392,0.7000,94.17,0.0000,astrometric_binary,ra|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.4494,1.1145,6.3037,0.2204,5.8041,4.3981,1.1318,6.9471,11.6662,7.2908,15.0427,0.6180,0.0826,26.0244,6.3318,1.1134,0.4357,6.5311,4.1569
24758600971667200,0.7000,94.17,0.0000,astrometric_binary,parallax|parallax_error|pmra|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|distance|tangential_velocity,0.9754,0.5866,2.8106,0.3786,1.7997,0.3561,1.2232,0.8666,4.7968,5.3851,6.3825,178.9671,0.2821,11.1364,2.5203,0.1536,2.1415,2.6555,1.4264
24955447912616576,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,5.5841,8.7685,36.8205,2.7738,1.6223,5.5593,0.6184,7.3174,16.7866,52.2958,204.0414,5.1586,1.1591,209.8458,42.5140,10.3989,1.1048,18.1833,6.9123
15767104117155072,0.7000,94.17,0.0000,astrometric_binary,parallax|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,0.4613,1.3021,8.5168,0.1243,0.9014,1.0930,0.5605,6.0596,12.1582,8.3472,14.5090,0.7975,0.1746,28.7710,7.4572,1.5030,1.3397,3.8104,1.3393
16124544179946112,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,1.9277,3.7136,17.7236,0.9865,1.4888,2.5938,0.3427,3.2844,16.9230,23.5180,81.1320,2.4534,0.5783,91.7165,19.5678,4.6938,0.2817,8.6306,3.2847
16744118982390016,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,22.0468,44.0905,178.2177,14.6449,4.8163,28.2958,1.1334,32.8687,87.4828,260.0134,1079.3264,23.5777,5.1536,1072.7782,209.4568,51.4850,7.1656,90.7816,35.9067
18031823192344064,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,19.7197,50.5097,183.9001,18.0205,5.8838,25.6206,1.8071,57.9873,89.2994,275.0917,1312.2471,167.9483,5.4707,1101.3397,217.1089,54.5742,12.9107,95.2375,39.6213
18058207176950656,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,2.2612,2.7232,8.0513,0.3447,1.0360,0.7874,0.2511,1.6976,11.6498,10.1835,24.9420,1.3072,0.2964,35.2572,8.8800,2.0731,0.0057,3.7525,1.4593
20130516012175872,0.7000,94.17,0.0000,quality_issue,parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|non_single_star,0.8448,0.7193,0.7014,0.2990,0.8851,0.3843,0.1374,0.2256,1.3439,1.7779,3.8722,81.2019,0.0322,0.7019,0.9047,0.0775,1.6032,1.7282,0.3732
20145252044388736,0.7000,94.17,0.0000,astrometric_binary,ra|parallax|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,2.2486,1.6340,6.5713,0.0867,0.2586,0.0394,0.6434,6.4424,13.0250,8.5334,16.1216,1.0594,0.2888,30.0137,7.5953,1.6960,0.4709,3.8426,1.5731
20374435794625792,0.7000,94.17,0.0000,quality_issue,astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,0.7114,0.4963,0.0287,0.0425,0.5107,0.6532,0.0271,0.3458,0.2895,0.1260,4.0069,33.4364,0.0347,6.4661,0.0157,0.0522,0.8300,1.7663,0.0645
21258340064242432,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,5.6848,9.6717,39.2791,2.9975,1.3347,5.8168,0.6391,7.6071,32.4659,56.6374,223.6762,3.4422,1.2473,232.1393,46.1605,11.2567,1.8157,17.7185,5.4564
19738265238726272,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,5.0358,6.6760,25.9733,1.7185,0.7896,3.9909,0.1143,8.6378,37.5127,37.2788,134.6925,3.5044,0.8960,152.2619,30.9344,7.4235,1.5485,11.9001,3.5236
19757227518759424,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,49.7457,98.7801,389.8926,32.8215,9.6198,61.5282,3.1721,71.2821,153.7609,569.1170,2404.3745,51.5926,11.1490,2355.8657,456.9191,112.6250,15.5160,199.3785,80.1163
19966516980760960,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,0.2300,2.0494,4.6790,0.8820,1.0780,0.6927,0.7103,0.3401,10.7856,9.0417,67.0426,140.5812,0.5487,22.0409,4.6287,0.5739,3.2521,2.5794,1.5796
20308533816014208,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,1.8818,2.2000,7.5274,0.3606,0.3182,0.9302,0.2601,1.7356,13.9356,10.4264,26.6111,1.2995,0.3323,37.5767,9.1105,2.1172,0.9379,2.7084,1.4779
22367334979683200,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,15.0927,25.9958,109.4992,8.3436,2.0771,17.7638,1.4809,25.4234,86.7513,154.6359,622.9209,13.8323,3.1900,642.1933,125.3521,30.6306,1.6182,54.4393,21.3684
22505323689021184,0.7000,94.17,0.0000,quality_issue,ruwe|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,0.8278,0.4116,0.1290,0.0054,0.6796,0.6609,0.0340,0.4910,0.9226,0.1843,1.8945,31.4809,0.0844,6.6263,0.0002,0.1000,0.9956,1.0028,0.0565
22541848090864384,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity,0.5526,4.7285,10.7793,1.7958,0.8501,0.4070,0.5717,7.5213,18.4091,18.3970,108.0974,84.3614,0.2119,49.9766,12.9041,3.6776,3.2595,3.8353,0.8736
23113662856855936,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,5.1361,8.0950,32.9600,2.5473,0.8322,4.6691,0.3027,11.5642,38.1377,45.1802,188.9747,23.3171,1.0655,178.7845,36.6317,9.0089,0.1471,15.0795,5.4060
23420151723059200,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|total_velocity,2.6372,2.1752,10.6499,0.4285,0.4841,0.7663,0.7759,2.0453,5.4584,12.5130,40.8712,1.5960,0.3674,47.2185,10.4977,2.5073,0.9321,0.0399,2.8776
23686504119294720,0.7000,94.17,0.0000,quality_issue,ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star,1.4854,0.5841,0.7857,0.0973,0.4523,1.6500,0.1129,0.2794,1.1309,1.6473,4.5805,77.2503,0.2692,1.7941,0.8003,0.0694,1.2914,0.9113,0.3200
20183567447429376,0.7000,94.17,0.0000,astrometric_binary,parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|distance,0.5157,1.2261,2.5981,0.6207,1.0955,0.6845,0.4038,0.6716,2.3672,5.2491,13.8262,172.9482,0.2827,12.1486,2.4993,0.1103,2.4271,0.6635,0.9010
20780670980772992,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,28.2495,67.2382,252.9118,24.0149,7.2695,37.0530,2.4629,44.2591,136.8145,377.4258,1750.2690,154.8175,7.2982,1526.8730,299.3535,74.8391,16.7846,131.4841,54.5102
20830114644861824,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|radial_velocity|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,0.2745,4.1622,10.8026,1.4441,0.3717,1.5516,1.5911,9.1507,18.6321,18.3317,94.9562,58.8406,0.2770,54.4720,13.5632,3.6604,3.3701,7.7625,4.4410
20889621416535936,0.7000,94.17,0.0000,quality_issue,astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used,0.3093,0.3730,0.0076,0.0594,0.0495,0.1666,0.0332,0.1427,0.4780,0.8931,9.2022,53.3052,0.0766,3.8334,0.3267,0.0462,1.3598,0.7338,0.1732
22163031975407232,0.7000,94.17,0.0000,astrometric_binary,ra|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity,1.9310,1.7409,8.6262,0.3352,0.1982,1.0012,0.0546,3.8864,12.3964,12.2998,34.8136,1.4715,0.3616,45.7809,10.5143,2.4704,1.1414,3.8463,0.8771
23181385901128832,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,7.4338,12.9655,50.7714,4.2991,0.9751,7.1712,0.6435,9.1035,47.8108,73.4060,312.9802,24.6969,1.6320,293.9649,59.1729,14.6010,2.2671,25.7017,10.4929
24801241406761856,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,4.7085,6.1751,26.3464,1.8119,0.3368,3.1768,0.1559,6.4135,25.8136,36.8517,137.7433,3.6331,0.8931,149.4414,30.3305,7.3400,0.5950,13.9965,5.8427
19312410641471488,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmra|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|distance|tangential_velocity|total_velocity,21.5037,38.5214,152.9995,12.2925,4.3380,24.4503,1.4759,32.3124,130.7504,221.9461,905.4585,9.7339,4.5467,920.0719,179.5724,43.9478,5.2846,76.2010,28.9428
19400302852196096,0.7000,94.17,0.0000,astrometric_binary,dec|parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,0.7031,1.9135,4.8790,0.3688,0.6731,1.6360,1.4368,1.1873,3.1340,6.5758,35.5260,44.5941,0.0020,12.6170,4.5179,1.1499,0.6688,3.6232,2.2533
19414179891118464,0.7000,94.17,0.0000,astrometric_binary,parallax|parallax_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|tangential_velocity,0.6685,1.4915,2.7933,0.3452,1.1977,0.6559,0.3752,0.5733,1.1793,5.0141,2.2906,172.9733,0.2694,9.2756,2.3027,0.1169,1.7575,2.7392,0.8407
21301560319958784,0.7000,94.17,0.0000,quality_issue,parallax_error|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|non_single_star,0.1259,0.3029,1.7932,0.1990,0.3570,0.4454,0.1300,0.2294,0.3148,1.7387,5.4039,85.2142,0.0239,0.8655,0.8674,0.0763,0.2535,0.1934,0.3572
22457902954452480,0.7000,94.17,0.0000,astrometric_binary,ra|dec|parallax|parallax_error|pmdec|radial_velocity_error|ruwe|astrometric_excess_noise|astrometric_excess_noise_sig|ipd_frac_multi_peak|ipd_gof_harmonic_amplitude|visibility_periods_used|non_single_star|duplicated_source|tangential_velocity|total_velocity,6.7807,10.4503,44.3481,3.2585,1.3888,6.8147,0.7489,11.3248,37.1373,63.7884,246.6479,5.9477,1.3730,260.3284,51.0854,12.6655,1.7811,20.5995,6.7377
